id	filename	md5	size	state
04c05883-ab95-42da-81c5-2704afa89771	04c05883-ab95-42da-81c5-2704afa89771/345cff8d-f361-4f8e-8221-9e310ffb1956.FPKM.txt.gz	7bbee4bc37e3bdbe787a74db6b122de3	584866	validated
04c769a2-5b88-487b-8000-9d6f2894e66b	04c769a2-5b88-487b-8000-9d6f2894e66b/55fb21ce-d184-4d9b-a578-9ed5bd5856f3.FPKM.txt.gz	faa3581207ca4cb7e78d251d9a626c9a	520536	validated
04cb3822-9a2d-4d6d-b419-1e88b09c9b46	04cb3822-9a2d-4d6d-b419-1e88b09c9b46/04d0500a-42f5-4030-8c6c-ab4e512d113b.FPKM.txt.gz	0ac7a4cd123a93ecb5d4d02ccbdf7caf	524008	validated
04e0f938-9194-4d83-86e6-9e95e7e3f3dc	04e0f938-9194-4d83-86e6-9e95e7e3f3dc/c5d97e4a-8a34-4d99-8fae-70dd5bb12234.FPKM.txt.gz	57c82c4052b2b2d81ebaabc9b70ee071	561179	validated
054c1630-3a8b-4ea2-be44-ca49c09f5cc5	054c1630-3a8b-4ea2-be44-ca49c09f5cc5/01cf5275-66b6-490e-b9ac-6d73b0369914.FPKM.txt.gz	90412e9dc00f3d5b514f7d2c12b8a46c	334798	validated
056b5022-9ca1-4b80-8dc0-0eb57792604d	056b5022-9ca1-4b80-8dc0-0eb57792604d/4e90f280-4e74-44d8-b94d-00d19599e3eb.FPKM.txt.gz	ff61f9c1ec37f22ae472127c2e91da44	517089	validated
057d20f8-15cd-4f14-b3aa-aabb0a9a3690	057d20f8-15cd-4f14-b3aa-aabb0a9a3690/bf10b66f-f192-44fe-9580-16599fb7904b.FPKM.txt.gz	2fa8a4f2941bbc70a1b58c07b0179e60	529058	validated
05914020-4fc0-42a8-966f-ff437ea7d79c	05914020-4fc0-42a8-966f-ff437ea7d79c/a6786f3b-caf0-4e1f-9711-1479b1ae0fdf.FPKM.txt.gz	634bf5964ca1a16732d845b58321556e	510955	validated
05d2db18-8bf3-4d79-afc8-356c59cdc550	05d2db18-8bf3-4d79-afc8-356c59cdc550/60698050-9b14-4ba9-b015-0edbd1a869cc.FPKM.txt.gz	aaab15257dbeceaeb7042061bd09cb67	509543	validated
05fba523-7fe2-453d-a1ec-a63abdc912cc	05fba523-7fe2-453d-a1ec-a63abdc912cc/e4177e00-8ca5-4ee0-92e2-f358e7037c6c.FPKM.txt.gz	9a6f3242a946a5736d2fdde065f44430	556686	validated
06676c3b-e57c-4c23-9678-2d987a5f8edd	06676c3b-e57c-4c23-9678-2d987a5f8edd/151836ff-610c-49ac-a8c5-868e0bbf4eaa.FPKM.txt.gz	67bd6973e584917cd0b9cf095bb433ed	551492	validated
06bf9981-c128-4b6e-8ec8-ba3875304825	06bf9981-c128-4b6e-8ec8-ba3875304825/300d3f59-4290-40a5-9df6-59284d790aac.FPKM.txt.gz	b44e3fc1f3ff7062a34345ba15f3c4d3	498916	validated
06d553c9-2916-4e01-95ac-91dbff1a76c1	06d553c9-2916-4e01-95ac-91dbff1a76c1/cf603881-4938-4181-a913-92325598aa1f.FPKM.txt.gz	6065db47351733be678ea32459936385	516515	validated
06fc7a4e-bc04-4155-a173-64fa88316a13	06fc7a4e-bc04-4155-a173-64fa88316a13/b42d8f67-8e05-4302-ae87-783dfb38a58a.FPKM.txt.gz	779e63059e836af591000fcab47817a5	518795	validated
0724494e-ab4f-4000-8ced-c74779d9b012	0724494e-ab4f-4000-8ced-c74779d9b012/c898f9c0-3f1f-4c10-bca4-fa3d1b856029.FPKM.txt.gz	0841f91d63682a29491c02bd0875cbf0	511608	validated
0775b59c-b7b6-4110-a9f6-315f2e3305b8	0775b59c-b7b6-4110-a9f6-315f2e3305b8/aac4a125-e37b-4406-b61f-4773b478db96.FPKM.txt.gz	d1ffd9f53d057b1514fd7fae6b0fe42e	323478	validated
07cc214a-d752-453b-bd29-c45e036c1725	07cc214a-d752-453b-bd29-c45e036c1725/2050fd37-6f19-43e1-ae09-734fd2603eef.FPKM.txt.gz	b82002dba436433c30b3905ec31cab1f	316939	validated
0805e506-ec8f-46e7-9ea8-fe79a1dcf369	0805e506-ec8f-46e7-9ea8-fe79a1dcf369/32d0241a-e8cb-46d8-b659-e440010c4475.FPKM.txt.gz	f15f6d66cbeb80059994a932f5f5b152	506959	validated
08901f44-a998-42bc-a5d1-eaee2952d679	08901f44-a998-42bc-a5d1-eaee2952d679/d9124538-347c-483e-aee9-83c462e87976.FPKM.txt.gz	71c0217f9cde49adf8b0f297df5f75e7	336602	validated
08a7c3c7-0727-4c9f-8f85-83925f909444	08a7c3c7-0727-4c9f-8f85-83925f909444/af4e4641-6fb1-422a-b0c2-94cacc106004.FPKM.txt.gz	2467ee0c2e5eb72a2e45a9e1ddf92d80	341418	validated
08e13d75-d069-4af3-9fa2-d39f6e5d8795	08e13d75-d069-4af3-9fa2-d39f6e5d8795/7e22f0df-ed49-46ca-ad24-0876cb27cf73.FPKM.txt.gz	e6cd980377ea4d2cc62b49983274dc84	509914	validated
08f7ab05-ca1c-4081-8c8d-685b907ba51f	08f7ab05-ca1c-4081-8c8d-685b907ba51f/71a24f55-17a7-4396-91fa-e6c7e03df518.FPKM.txt.gz	885554e667075cbdd5f9cd376622a93b	512991	validated
09488de6-5525-4f6e-bc86-8856409f6933	09488de6-5525-4f6e-bc86-8856409f6933/21afb538-3284-4897-ae1b-ea53a3209920.FPKM.txt.gz	19de93b30c677ddc967dc9442d400f83	526282	validated
09695238-9f00-40f0-87a4-ef4784e2898b	09695238-9f00-40f0-87a4-ef4784e2898b/04a3362e-b363-4b98-a81d-80e4bfa735eb.FPKM.txt.gz	324d9b26002cf1ee041c77c78f4a435c	334169	validated
0a2f5c2e-5e46-4d53-8c17-5cdcccf8602d	0a2f5c2e-5e46-4d53-8c17-5cdcccf8602d/776104e1-6a5b-4fda-8943-23edd5bcb462.FPKM.txt.gz	38435fe1c1f6e78270a10f12edbb0e30	518139	validated
0a924cb0-68a1-43af-aac6-89b2e52c0a78	0a924cb0-68a1-43af-aac6-89b2e52c0a78/50eaccac-d887-48b3-abbe-12326fb84888.FPKM.txt.gz	82a07adc05b0d53898fb97ea2cf7493c	504348	validated
0a987624-a0ce-4d4b-9372-a27cdfb82eae	0a987624-a0ce-4d4b-9372-a27cdfb82eae/053b3a2d-f74d-4e66-b2a8-43d0341758f0.FPKM.txt.gz	8d6c3e4877d837a59844eb6186da5ab0	335748	validated
0acabfa5-ce19-4883-818d-e7236f0e9c9c	0acabfa5-ce19-4883-818d-e7236f0e9c9c/7ffecc62-22a9-43fc-827f-151ebb62bc81.FPKM.txt.gz	ed7166c993759efef3a2c5325eac782d	530523	validated
0afeb21a-28f0-4173-8907-7d2db5435b3b	0afeb21a-28f0-4173-8907-7d2db5435b3b/57be3f81-6dbb-4257-a4b5-f823e30d76bf.FPKM.txt.gz	0d6cfcbd42be13c2ab217a80dde386a8	537320	validated
0b1de8fe-53bd-4e0b-84e1-8c0979b75c02	0b1de8fe-53bd-4e0b-84e1-8c0979b75c02/3f3a8211-d2ae-47d2-bf59-de8050f6c6d6.FPKM.txt.gz	48b08a3ad92873c398ee3a40693ccc6f	305986	validated
0b3d79f3-99aa-41c8-9eb4-a4d797416b56	0b3d79f3-99aa-41c8-9eb4-a4d797416b56/a0122698-a070-4c6e-8e9c-d0d4e79b1f4a.FPKM.txt.gz	7c7b73c6d7c46fc5267ebd435012c5cf	522835	validated
0b9c35e3-b0e9-4b7a-b0fd-8a837edf872e	0b9c35e3-b0e9-4b7a-b0fd-8a837edf872e/640ccf3e-487f-49ca-8df6-67e10d852c9e.FPKM.txt.gz	bd81b6b262ed55611bd142b64b081b10	519867	validated
0bc94a9d-9439-47d3-9b5d-d0053a5e9841	0bc94a9d-9439-47d3-9b5d-d0053a5e9841/a52e6c9d-b7ff-42d1-a99e-4b5ebb621573.FPKM.txt.gz	e0dc3a57bb08d0f191e9c70598d9f0e4	333499	validated
0bdf3c13-a0df-4ab7-90be-d0cf90512599	0bdf3c13-a0df-4ab7-90be-d0cf90512599/c1f65000-a477-4788-9975-6bcbebcf1a81.FPKM.txt.gz	12157f0610049a621ff98c7b116d1823	334634	validated
0bfc61fd-8c68-400f-b7f3-43a246aebdfa	0bfc61fd-8c68-400f-b7f3-43a246aebdfa/45773fec-ed0a-4225-9b75-1845ab1e532b.FPKM.txt.gz	20ac62a08fff13b63ba71810ea5868d5	330319	validated
0c2b17d9-516a-4017-ac8f-89c4f00fb7b4	0c2b17d9-516a-4017-ac8f-89c4f00fb7b4/8a59ce51-e22d-4932-87b5-051230ac30a7.FPKM.txt.gz	dbba46eb9bbfb65d47e313acbd9951bd	504184	validated
0c48343a-d4bd-45e8-acde-02edd3bca737	0c48343a-d4bd-45e8-acde-02edd3bca737/907286dd-9b3b-4f83-b0c7-5cfe771fa665.FPKM.txt.gz	bcaf5226a3f23b3a4c1c4442b9632bef	339909	validated
0c84903e-5f7a-41f0-8c2b-f4529984a5e0	0c84903e-5f7a-41f0-8c2b-f4529984a5e0/bcc63e30-8c08-4767-85a0-69433319bd21.FPKM.txt.gz	da92f7c4af609420e18fafc7999b25bb	523026	validated
0cac1f64-5ec1-404b-8af8-5abd5460b308	0cac1f64-5ec1-404b-8af8-5abd5460b308/98f08602-3393-436d-81d4-447ec38444b5.FPKM.txt.gz	fcd5a26fba5d47ac06c40923edffde28	507255	validated
0d0e1f6f-5298-4227-ae3f-8a2ac391a05b	0d0e1f6f-5298-4227-ae3f-8a2ac391a05b/454d2d51-19c4-4509-96ad-c400035a49f4.FPKM.txt.gz	e6d46eedae3cca64adcdd542844b7c71	561646	validated
0d1c99d5-d871-4e5e-a9e4-b744105c43ea	0d1c99d5-d871-4e5e-a9e4-b744105c43ea/f83b0459-e485-4988-bdce-5a217b454d8b.FPKM.txt.gz	9a40fd97e6357f1d7f0a50e48e9a64a1	525940	validated
0d5a20a2-f4f0-4296-922c-676600a9fde7	0d5a20a2-f4f0-4296-922c-676600a9fde7/e64152f7-5c8e-403b-adc1-ec74cae0d4f8.FPKM.txt.gz	8f15c7d3746d981bc926fb7323933865	498722	validated
0dd91ad6-9c3a-4748-9a97-b2ba49689210	0dd91ad6-9c3a-4748-9a97-b2ba49689210/f9e98164-b7e5-4d58-a4ba-d6947d832088.FPKM.txt.gz	3973ff743d4d9c175fa06e623c360a2d	498592	validated
0de87f41-22d0-4f2c-8fab-509ca6219c34	0de87f41-22d0-4f2c-8fab-509ca6219c34/508854a7-25fe-4439-aca2-6e2cecb5be25.FPKM.txt.gz	e71013b6a98653a93135672013579cda	318233	validated
0e0f73cd-f73d-4b23-9b0b-495f6f26843f	0e0f73cd-f73d-4b23-9b0b-495f6f26843f/2d118649-ecd9-4125-bec8-9e8ac2f53df8.FPKM.txt.gz	00f059798d16014442017809939b76e5	337516	validated
0e22fc3d-b171-4224-9a62-0f62d3f42b03	0e22fc3d-b171-4224-9a62-0f62d3f42b03/acbe8040-a94b-4c8f-9a45-8f05182d9aed.FPKM.txt.gz	6fa21ba38779800ad020a5d6ed452942	528022	validated
0e345952-6f09-4e61-b9a9-e8f809bf21e0	0e345952-6f09-4e61-b9a9-e8f809bf21e0/6073b31e-7ce7-423e-a9b2-a85e3e9bc62e.FPKM.txt.gz	ae8848b33b13c64b81dc394453f47c60	533484	validated
0e50a804-a949-44df-b519-9da0f3825a44	0e50a804-a949-44df-b519-9da0f3825a44/7bbdacff-8a0a-4575-9386-1a50428ca266.FPKM.txt.gz	4f9f425406a619077a14d4ab78db4098	496798	validated
0e67bc32-bf17-4c4b-ada1-b2a07b7c0876	0e67bc32-bf17-4c4b-ada1-b2a07b7c0876/3d01269f-7b74-4f80-8a08-abb448913492.FPKM.txt.gz	b04f74965494dac2c70c382fdbd3d506	558353	validated
0e903a34-9c87-4444-abfa-fa22882f2cd5	0e903a34-9c87-4444-abfa-fa22882f2cd5/286f0725-a1d9-4745-aa33-c7a0d35e0481.FPKM.txt.gz	f8d29e9e66738433a619d4e554b7d047	512018	validated
0ef37586-fb96-4db1-9c46-cf5d1edd726f	0ef37586-fb96-4db1-9c46-cf5d1edd726f/3cd45be6-69d7-41c2-897a-44f8a70a451f.FPKM.txt.gz	2f2d9ec4fb052dc43853f847901ced13	518253	validated
0f215690-dd38-422c-90bd-18b43f213db6	0f215690-dd38-422c-90bd-18b43f213db6/09246213-2ca8-461d-8cb9-2de1da038b7f.FPKM.txt.gz	67fa3d0e23f752705d247fc8639d215e	537036	validated
0fef5a2d-2542-4b3b-83ee-659b7ba1396d	0fef5a2d-2542-4b3b-83ee-659b7ba1396d/13857c66-b6d2-41f7-86c3-fa031e7db8f6.FPKM.txt.gz	ea7dd0b084ea44bf0bef62a2f7313eb0	504743	validated
101cccd5-a5f3-4b50-b8cb-49c8038dabd6	101cccd5-a5f3-4b50-b8cb-49c8038dabd6/091dc352-d8e6-484e-989b-4bc571051130.FPKM.txt.gz	0b802b906f9367b6f8f2f056d88b08b4	554911	validated
1024d739-a732-4024-88a6-ba2fe50fb986	1024d739-a732-4024-88a6-ba2fe50fb986/93ac0a93-d3e9-4f6b-9a0f-66b98b7f9245.FPKM.txt.gz	4db4fb49b05f318be03fabc3323dee03	322822	validated
10a2c3e3-a26c-46b4-ad69-34e70754c90a	10a2c3e3-a26c-46b4-ad69-34e70754c90a/7c95d000-4e57-457b-b853-91fedb197c8d.FPKM.txt.gz	991f72f2554032ceab0199a18672fe0f	465531	validated
10a917f6-4188-4f4a-a969-6b1fa43239f1	10a917f6-4188-4f4a-a969-6b1fa43239f1/8eadd747-079d-40b1-ae55-e7b8ad49f9d6.FPKM.txt.gz	818911f316f847990d5e76fd2364520a	538248	validated
10e4786d-3b6b-4d52-9c9c-c0cb29156b81	10e4786d-3b6b-4d52-9c9c-c0cb29156b81/ac5bbb54-b09d-430e-bba4-65ba9caf82f4.FPKM.txt.gz	90d34a2dbfd3840e83ff864534c8b73f	499511	validated
11374210-13db-4051-92ed-8f86f841d977	11374210-13db-4051-92ed-8f86f841d977/bd77428f-6994-415d-ad14-a6e7676b343a.FPKM.txt.gz	be99716cdd6a00aa251174e3dce7ccf1	508124	validated
1148d47e-3cac-44e6-8e03-effa6f53bfa1	1148d47e-3cac-44e6-8e03-effa6f53bfa1/b20e4a85-9795-44e7-bf6b-6cce4317f45f.FPKM.txt.gz	516d4f1f68bad6651a987c2f162b0e82	509819	validated
1154733b-3f46-40ac-86b1-6425f130cffc	1154733b-3f46-40ac-86b1-6425f130cffc/155e2812-b284-457e-9cca-0291f307fb73.FPKM.txt.gz	1945b8de8f2bbcadccbf43c691bd80de	520454	validated
116d4e87-3e1e-4432-8df2-6ae3454a60d3	116d4e87-3e1e-4432-8df2-6ae3454a60d3/d80fd4c1-1ebb-4a1e-abc5-f4b8ee1aa152.FPKM.txt.gz	72e92dff1796ce6b8a43548c5dbd6a5b	339055	validated
117c9f65-0fec-447c-b264-56a07a7976a6	117c9f65-0fec-447c-b264-56a07a7976a6/d0948978-3724-49dd-b7f7-5a28ca9a8571.FPKM.txt.gz	f61aca0d4045595e7f5736fc8f99309c	519602	validated
117f104b-d6f2-4b9e-9d40-332a05ee0d3f	117f104b-d6f2-4b9e-9d40-332a05ee0d3f/0073af26-895b-49b9-8b34-352e07b76c7b.FPKM.txt.gz	4ef33c2db73f274dac9f9892f8540300	328102	validated
120f0b44-5e67-44cb-b4be-e7552238f40b	120f0b44-5e67-44cb-b4be-e7552238f40b/789c658e-b98a-4e1f-b808-5579dee94abe.FPKM.txt.gz	284fa60aab859b6f61756033d1eaf0c9	515106	validated
12366813-cc32-4c7d-bb4b-9c1f8a360e7e	12366813-cc32-4c7d-bb4b-9c1f8a360e7e/601b2c2f-f51c-4055-90aa-53fc6380fb67.FPKM.txt.gz	46e60f71ebeff1780115000b5b97bb10	556524	validated
12ba05e4-538d-4064-904d-7ec2b3997e8a	12ba05e4-538d-4064-904d-7ec2b3997e8a/e71de575-9e42-4a12-bb07-c8659edb69c3.FPKM.txt.gz	af5e8d3382bb532005cdb65eab1259da	313554	validated
12f632f8-2dd2-4dfb-b923-07df6e194a2f	12f632f8-2dd2-4dfb-b923-07df6e194a2f/f16aa63a-2c4d-48c3-948b-013de8833a30.FPKM.txt.gz	c137e9934361a6fa345ed484b9d22fb3	504415	validated
1378645d-bc7d-47c0-9a0c-bf1bfbaf01f9	1378645d-bc7d-47c0-9a0c-bf1bfbaf01f9/924afca6-26ba-4445-8d61-74bd5ae35685.FPKM.txt.gz	a421695e6774071648d51eda8ba75925	523027	validated
13a2afc9-5067-4bee-ad00-512dfcde997d	13a2afc9-5067-4bee-ad00-512dfcde997d/4ab0711d-2c95-4b48-8f99-01a80e2164d6.FPKM.txt.gz	0faa548a96260c9cb1892b4222122386	314499	validated
13e9a1ab-bec0-468e-9f7d-4fabdb1aa856	13e9a1ab-bec0-468e-9f7d-4fabdb1aa856/fbd5a352-7ac9-4e9b-951b-b6c9051744bc.FPKM.txt.gz	07eb4fb445dc3785482e1e9e4282aebf	336847	validated
145b6f74-68a0-489b-a306-8b5dda6ee0e0	145b6f74-68a0-489b-a306-8b5dda6ee0e0/d9c6f1ad-5c45-4831-b152-ad05648104eb.FPKM.txt.gz	cab1674fff2f2e517e0f1b318046bfc9	537097	validated
1557bc9b-e2a0-49b6-ac60-dc305edd1c50	1557bc9b-e2a0-49b6-ac60-dc305edd1c50/854ec2cc-a4a5-4785-b9d9-96a1bce9a449.FPKM.txt.gz	869d1236eb33ef72d8128e42549e7e47	334825	validated
159f8cfd-15c4-471f-8cb7-2eb581fe6542	159f8cfd-15c4-471f-8cb7-2eb581fe6542/84c8bf6a-73b4-4c31-b45a-842490f8662b.FPKM.txt.gz	8a080b03bce4e0e87eea1a6c17bbcce2	528029	validated
15b106ef-9e42-4a5f-8452-6800f61b2f62	15b106ef-9e42-4a5f-8452-6800f61b2f62/37759f54-5e74-48fd-87fe-630270219430.FPKM.txt.gz	3ad49b7b156f73a465f3d9c08c81e6a5	549724	validated
169e8edb-15aa-4a4c-b2ea-107c5516da41	169e8edb-15aa-4a4c-b2ea-107c5516da41/2fc73f79-d413-4797-887a-3c425ef247c4.FPKM.txt.gz	63d1d57e2af6de6fcfdca6c0766c98e0	523193	validated
16b1047e-5c15-4a9c-b768-9c2a27660ced	16b1047e-5c15-4a9c-b768-9c2a27660ced/4aa6c2df-4d82-434a-b17e-910380f35cbb.FPKM.txt.gz	74d49e23f490ffecf48b8abf1c68fbfa	319244	validated
16b5ab0f-2a0f-4f09-95b2-81e8a18ea8a4	16b5ab0f-2a0f-4f09-95b2-81e8a18ea8a4/6a97d5c5-4178-4ced-b279-a2d5044f1fdb.FPKM.txt.gz	d24e1939abbc6c81fa077ed98d294f29	554643	validated
16d167d1-9f42-4bf4-a027-8ca1dfd8f073	16d167d1-9f42-4bf4-a027-8ca1dfd8f073/302a0272-01f3-41de-9107-554800d6a0c7.FPKM.txt.gz	32802e46a2805c4aa618e2cd34e075ae	508031	validated
17097dc0-c3db-4340-b62b-9567842d5594	17097dc0-c3db-4340-b62b-9567842d5594/9c38ed5a-076d-4ef9-ab1f-39814bf665b3.FPKM.txt.gz	70afb1f3d6cfc202dbff78d8a25d00cb	512738	validated
172fb5c9-8625-4be4-968f-536bc01c8560	172fb5c9-8625-4be4-968f-536bc01c8560/60547e35-d42f-44bd-a9e8-21d57da93ee8.FPKM.txt.gz	098c0700691d6f109d277a45fca6da42	587760	validated
1737e1e4-105f-4771-85a0-1cc92b2e71f1	1737e1e4-105f-4771-85a0-1cc92b2e71f1/621e2d96-fac9-42d3-9357-a7733a494cb3.FPKM.txt.gz	5613cfdc01bf05567cc34dba7f987b11	530431	validated
173b7301-4ae1-4dbd-87a1-e4529f35cd93	173b7301-4ae1-4dbd-87a1-e4529f35cd93/23161157-08f5-48ce-a1e8-3107a616e3f9.FPKM.txt.gz	8e97507e4a8c591063d4cad0fd844350	324769	validated
17449fa0-95ab-4521-8fec-b90dad521b24	17449fa0-95ab-4521-8fec-b90dad521b24/8d75c887-bee6-42d0-9295-3b78789b7b35.FPKM.txt.gz	b2074361f6065b7748a8e61bf52af02a	300320	validated
17832a1c-b949-457d-a160-367fd68588d6	17832a1c-b949-457d-a160-367fd68588d6/bd51722d-e0a4-40eb-89d5-bd139161d266.FPKM.txt.gz	ddb9002caf547e16a2fc6e329db7085b	329501	validated
178b69d0-7883-4399-b8d3-90b8af9dc5da	178b69d0-7883-4399-b8d3-90b8af9dc5da/5c9f1a05-1dc7-4e83-8dc2-3e5071796c07.FPKM.txt.gz	e40bb286f58544e7409ead54a1b0f2a1	516057	validated
